hour,stamp,obs_pres_hPa,obs_atmp_C,obs_rh,obs_wspd_m_s,err_T_K,err_p_Pa,err_rho,err_u,err_v
964.0,2026-09-14 04:00,1015.6,16.2,0.8795061866317074,9.0,0.0,0.0,0.0,0.0,0.0
965.0,2026-09-14 05:00,1015.6,16.2,0.8852124883984177,10.0,0.0,0.0,0.0,0.0,0.0
966.0,2026-09-14 06:00,1015.4,16.2,0.8852124883984177,10.0,0.0,0.0,0.0,0.0,0.0
967.0,2026-09-14 07:00,1015.1,16.0,0.8907919299106308,9.0,0.0,0.0,0.0,0.0,0.0
968.0,2026-09-14 08:00,1014.9,15.9,0.8964956120580871,9.0,0.0,0.0,0.0,0.0,0.0
969.0,2026-09-14 09:00,1014.8,15.8,0.9022402626415142,8.0,0.0,0.0,0.0,0.0,0.0
970.0,2026-09-14 10:00,1014.8,15.8,0.9022402626415142,8.0,0.0,0.0,0.0,0.0,0.0
971.0,2026-09-14 11:00,1014.7,15.9,0.8907120975137757,7.0,0.0,0.0,0.0,0.0,0.0
972.0,2026-09-14 12:00,1014.5,15.8,0.8906321794432869,6.0,0.0,0.0,0.0,0.0,0.0
973.0,2026-09-14 13:00,1014.4,15.7,0.8905521755795275,7.0,0.0,0.0,0.0,0.0,0.0
974.0,2026-09-14 14:00,1014.2,15.6,0.9020962692772673,6.0,0.0,0.0,0.0,0.0,0.0
975.0,2026-09-14 15:00,1014.5,15.5,0.9137899224009894,6.0,0.0,0.0,0.0,0.0,0.0
976.0,2026-09-14 16:00,1014.9,15.6,0.9079582737521789,7.0,0.0,0.0,0.0,0.0,0.0
977.0,2026-09-14 17:00,1014.8,15.6,0.9197829215105783,7.0,0.0,0.0,0.0,0.0,0.0
978.0,2026-09-14 18:00,1015.0,15.7,0.9139175479782663,7.0,0.0,0.0,0.0,0.0,0.0
979.0,2026-09-14 19:00,1014.9,15.8,0.9139812562566745,7.0,0.0,0.0,0.0,0.0,0.0
980.0,2026-09-14 20:00,1014.6,15.9,0.9140448949943625,7.0,0.0,0.0,0.0,0.0,0.0
981.0,2026-09-14 21:00,1014.0,16.0,0.9082295608427713,7.0,0.0,0.0,0.0,0.0,0.0
982.0,2026-09-14 22:00,1013.6,16.1,0.9082971985117843,7.0,0.0,0.0,0.0,0.0,0.0
983.0,2026-09-14 23:00,1013.1,16.2,0.8967228943386988,7.0,0.0,0.0,0.0,0.0,0.0
984.0,2026-09-15 00:00,1012.5,16.3,0.9025988854935225,8.0,0.0,0.0,0.0,0.0,0.0
985.0,2026-09-15 01:00,1012.3,16.4,0.8911104051473652,8.0,0.0,0.0,0.0,0.0,0.0
986.0,2026-09-15 02:00,1012.2,16.3,0.8910309142527234,8.0,0.0,0.0,0.0,0.0,0.0
987.0,2026-09-15 03:00,1012.1,16.3,0.8795935710186665,8.0,0.0,0.0,0.0,0.0,0.0
988.0,2026-09-15 04:00,1012.4,16.3,0.873923490202961,8.0,0.0,0.0,0.0,0.0,0.0
989.0,2026-09-15 05:00,1012.8,16.3,0.873923490202961,7.0,0.0,0.0,0.0,0.0,0.0
990.0,2026-09-15 06:00,1012.7,16.2,0.8738322750656273,7.0,0.0,0.0,0.0,0.0,0.0
991.0,2026-09-15 07:00,1012.6,16.1,0.8851288944387629,7.0,0.0,0.0,0.0,0.0,0.0
992.0,2026-09-15 08:00,1012.2,15.9,0.8907120975137757,8.0,0.0,0.0,0.0,0.0,0.0
993.0,2026-09-15 09:00,1012.4,15.8,0.8906321794432869,7.0,0.0,0.0,0.0,0.0,0.0
994.0,2026-09-15 10:00,1012.3,15.8,0.8906321794432869,7.0,0.0,0.0,0.0,0.0,0.0
995.0,2026-09-15 11:00,1012.3,15.7,0.8905521755795275,7.0,0.0,0.0,0.0,0.0,0.0
996.0,2026-09-15 12:00,1012.2,15.6,0.8904720858026575,6.0,0.0,0.0,0.0,0.0,0.0
997.0,2026-09-15 13:00,1012.3,15.6,0.8789799260084725,6.0,0.0,0.0,0.0,0.0,0.0
998.0,2026-09-15 14:00,1012.4,15.6,0.8847095833970671,7.0,0.0,0.0,0.0,0.0,0.0
999.0,2026-09-15 15:00,1012.9,15.6,0.8904720858026575,7.0,0.0,0.0,0.0,0.0,0.0
1000.0,2026-09-15 16:00,1013.5,15.6,0.8847095833970671,6.0,0.0,0.0,0.0,0.0,0.0
1001.0,2026-09-15 17:00,1013.8,15.6,0.8847095833970671,6.0,0.0,0.0,0.0,0.0,0.0
1002.0,2026-09-15 18:00,1014.2,15.7,0.8847936248515107,6.0,0.0,0.0,0.0,0.0,0.0
1003.0,2026-09-15 19:00,1014.5,15.7,0.8847936248515107,5.0,0.0,0.0,0.0,0.0,0.0
1004.0,2026-09-15 20:00,1014.4,15.7,0.8905521755795275,4.0,0.0,0.0,0.0,0.0,0.0
1005.0,2026-09-15 21:00,1014.2,15.7,0.8847936248515107,5.0,0.0,0.0,0.0,0.0,0.0
1006.0,2026-09-15 22:00,1014.0,15.7,0.8905521755795275,4.0,0.0,0.0,0.0,0.0,0.0
1007.0,2026-09-15 23:00,1013.7,15.6,0.8962675939685737,4.0,0.0,0.0,0.0,0.0,0.0
1008.0,2026-09-16 00:00,1013.5,15.5,0.8961914238891036,4.0,0.0,0.0,0.0,0.0,0.0
1009.0,2026-09-16 01:00,1013.4,15.4,0.9019519636075642,4.0,0.0,0.0,0.0,0.0,0.0
1010.0,2026-09-16 02:00,1013.5,15.4,0.8961151715925393,5.0,0.0,0.0,0.0,0.0,0.0
1011.0,2026-09-16 03:00,1013.4,15.6,0.8847095833970671,5.0,0.0,0.0,0.0,0.0,0.0
1012.0,2026-09-16 04:00,1013.6,15.7,0.8733747495338142,5.0,0.0,0.0,0.0,0.0,0.0
1013.0,2026-09-16 05:00,1014.1,15.9,0.8622841778092571,4.0,0.0,0.0,0.0,0.0,0.0
1014.0,2026-09-16 06:00,1014.2,16.1,0.8569007877491686,5.0,0.0,0.0,0.0,0.0,0.0
1015.0,2026-09-16 07:00,1013.9,16.3,0.8626797262043775,6.0,0.0,0.0,0.0,0.0,0.0
1016.0,2026-09-16 08:00,1013.8,16.3,0.8571057312875529,6.0,0.0,0.0,0.0,0.0,0.0
1017.0,2026-09-16 09:00,1014.0,16.3,0.8571057312875529,5.0,0.0,0.0,0.0,0.0,0.0
1018.0,2026-09-16 10:00,1013.8,16.2,0.8625809944642021,4.0,0.0,0.0,0.0,0.0,0.0
1019.0,2026-09-16 11:00,1013.5,16.0,0.8623832204065863,4.0,0.0,0.0,0.0,0.0,0.0
1020.0,2026-09-16 12:00,1013.5,15.8,0.8734664483942219,5.0,0.0,0.0,0.0,0.0,0.0
1021.0,2026-09-16 13:00,1013.8,15.7,0.8790678694090343,5.0,0.0,0.0,0.0,0.0,0.0
1022.0,2026-09-16 14:00,1014.5,15.2,0.8901508651601611,5.0,0.0,0.0,0.0,0.0,0.0
1023.0,2026-09-16 15:00,1015.2,15.2,0.8901508651601611,5.0,0.0,0.0,0.0,0.0,0.0
1024.0,2026-09-16 16:00,1015.8,15.4,0.8788037582206677,5.0,0.0,0.0,0.0,0.0,0.0
1025.0,2026-09-16 17:00,1016.4,15.4,0.8845412307474384,5.0,0.0,0.0,0.0,0.0,0.0
1026.0,2026-09-16 18:00,1016.9,15.5,0.8788918889887527,5.0,0.0,0.0,0.0,0.0,0.0
1027.0,2026-09-16 19:00,1017.3,15.6,0.8732829535308032,4.0,0.0,0.0,0.0,0.0,0.0
1028.0,2026-09-16 20:00,1017.2,16.0,0.84572345067309,2.0,0.0,0.0,0.0,0.0,0.0
1029.0,2026-09-16 21:00,1016.9,16.2,0.8459430908723048,3.0,0.0,0.0,0.0,0.0,0.0
1030.0,2026-09-16 22:00,1016.7,16.3,0.8571057312875529,2.0,0.0,0.0,0.0,0.0,0.0
1031.0,2026-09-16 23:00,1016.5,16.5,0.8573102480036355,2.0,0.0,0.0,0.0,0.0,0.0
1032.0,2026-09-17 00:00,1016.3,16.5,0.87410563156481,3.0,0.0,0.0,0.0,0.0,0.0
1033.0,2026-09-17 01:00,1016.1,16.7,0.8686645863213858,4.0,0.0,0.0,0.0,0.0,0.0
1034.0,2026-09-17 02:00,1016.2,16.7,0.8686645863213858,4.0,0.0,0.0,0.0,0.0,0.0
1035.0,2026-09-17 03:00,1016.2,16.6,0.8912691318196373,5.0,0.0,0.0,0.0,0.0,0.0
1036.0,2026-09-17 04:00,1016.3,16.7,0.8856291237499003,4.0,0.0,0.0,0.0,0.0,0.0
1037.0,2026-09-17 05:00,1016.6,16.8,0.8857121847915206,4.0,0.0,0.0,0.0,0.0,0.0
1038.0,2026-09-17 06:00,1016.6,16.7,0.9028843915663559,4.0,0.0,0.0,0.0,0.0,0.0
1039.0,2026-09-17 07:00,1016.5,16.7,0.8971000713971368,4.0,0.0,0.0,0.0,0.0,0.0
1040.0,2026-09-17 08:00,1016.7,16.7,0.9145515133163944,4.0,0.0,0.0,0.0,0.0,0.0
1041.0,2026-09-17 09:00,1016.9,16.7,0.9204346322424904,4.0,0.0,0.0,0.0,0.0,0.0
1042.0,2026-09-17 10:00,1016.9,16.7,0.9263510024686976,4.0,0.0,0.0,0.0,0.0,0.0
1043.0,2026-09-17 11:00,1017.1,16.7,0.9263510024686976,3.0,0.0,0.0,0.0,0.0,0.0
1044.0,2026-09-17 12:00,1017.4,16.7,0.9323007842241369,3.0,0.0,0.0,0.0,0.0,0.0
1045.0,2026-09-17 13:00,1017.7,16.7,0.9323007842241369,2.0,0.0,0.0,0.0,0.0,0.0
1046.0,2026-09-17 14:00,1018.3,16.7,0.9323007842241369,2.0,0.0,0.0,0.0,0.0,0.0
1047.0,2026-09-17 15:00,1018.8,16.6,0.9382380143867836,3.0,0.0,0.0,0.0,0.0,0.0
1048.0,2026-09-17 16:00,1019.3,16.6,0.9382380143867836,2.0,0.0,0.0,0.0,0.0,0.0
1049.0,2026-09-17 17:00,1019.7,16.8,0.93235117058094,3.0,0.0,0.0,0.0,0.0,0.0
1050.0,2026-09-17 18:00,1020.3,16.8,0.93235117058094,3.0,0.0,0.0,0.0,0.0,0.0
1051.0,2026-09-17 19:00,1020.8,17.0,0.9324517767923287,3.0,0.0,0.0,0.0,0.0,0.0
1052.0,2026-09-17 20:00,1021.1,17.5,0.9034517206805005,1.0,0.0,0.0,0.0,0.0,0.0
1053.0,2026-09-17 21:00,1020.9,17.5,0.9092364626357303,1.0,0.0,0.0,0.0,0.0,0.0
1054.0,2026-09-17 22:00,1020.5,17.6,0.897773906352482,2.0,0.0,0.0,0.0,0.0,0.0
1055.0,2026-09-17 23:00,1020.2,17.7,0.8978483762445899,2.0,0.0,0.0,0.0,0.0,0.0
1056.0,2026-09-18 00:00,1020.2,17.7,0.869605131687505,2.0,0.0,0.0,0.0,0.0,0.0
1057.0,2026-09-18 01:00,1020.1,17.7,0.8808072744862814,2.0,0.0,0.0,0.0,0.0,0.0
1058.0,2026-09-18 02:00,1020.0,17.0,0.9089026455390058,3.0,0.0,0.0,0.0,0.0,0.0
1059.0,2026-09-18 03:00,1020.3,16.6,0.9262962944375325,3.0,0.0,0.0,0.0,0.0,0.0
1060.0,2026-09-18 04:00,1020.5,16.5,0.9203167226090682,3.0,0.0,0.0,0.0,0.0,0.0
1061.0,2026-09-18 05:00,1020.9,16.5,0.9262415262667393,4.0,0.0,0.0,0.0,0.0,0.0
1062.0,2026-09-18 06:00,1021.1,16.6,0.9262962944375325,4.0,0.0,0.0,0.0,0.0,0.0
1063.0,2026-09-18 07:00,1021.1,16.6,0.9086342874515683,5.0,0.0,0.0,0.0,0.0,0.0
1064.0,2026-09-18 08:00,1021.2,16.6,0.8970247981281797,4.0,0.0,0.0,0.0,0.0,0.0
1065.0,2026-09-18 09:00,1021.1,16.4,0.9026703777019419,4.0,0.0,0.0,0.0,0.0,0.0
1066.0,2026-09-18 10:00,1020.9,16.1,0.9082971985117843,4.0,0.0,0.0,0.0,0.0,0.0
1067.0,2026-09-18 11:00,1020.9,15.6,0.9257458920627266,5.0,0.0,0.0,0.0,0.0,0.0
1068.0,2026-09-18 12:00,1021.0,15.6,0.9377739495453784,5.0,0.0,0.0,0.0,0.0,0.0
1069.0,2026-09-18 13:00,1021.1,15.7,0.9378205883006052,5.0,0.0,0.0,0.0,0.0,0.0
1070.0,2026-09-18 14:00,1021.3,15.4,0.9437547826780753,5.0,0.0,0.0,0.0,0.0,0.0
1071.0,2026-09-18 15:00,1021.5,15.4,0.9316406717021116,4.0,0.0,0.0,0.0,0.0,0.0
1072.0,2026-09-18 16:00,1021.7,15.6,0.9257458920627266,5.0,0.0,0.0,0.0,0.0,0.0
1073.0,2026-09-18 17:00,1021.8,15.4,0.9316406717021116,5.0,0.0,0.0,0.0,0.0,0.0
1074.0,2026-09-18 18:00,1021.9,15.6,0.931742846322167,4.0,0.0,0.0,0.0,0.0,0.0
1075.0,2026-09-18 19:00,1021.9,16.0,0.9082295608427713,5.0,0.0,0.0,0.0,0.0,0.0
1076.0,2026-09-18 20:00,1021.6,16.0,0.8965714544218653,5.0,0.0,0.0,0.0,0.0,0.0
1077.0,2026-09-18 21:00,1020.8,15.9,0.8964956120580871,7.0,0.0,0.0,0.0,0.0,0.0
1078.0,2026-09-18 22:00,1020.5,16.0,0.8907919299106308,7.0,0.0,0.0,0.0,0.0,0.0
1079.0,2026-09-18 23:00,1019.9,16.1,0.896647215143908,6.0,0.0,0.0,0.0,0.0,0.0
1080.0,2026-09-19 00:00,1019.3,15.9,0.9081618496369518,7.0,0.0,0.0,0.0,0.0,0.0
1081.0,2026-09-19 01:00,1019.3,15.7,0.9139175479782663,7.0,0.0,0.0,0.0,0.0,0.0
1082.0,2026-09-19 02:00,1019.0,15.6,0.9138537700596067,7.0,0.0,0.0,0.0,0.0,0.0
1083.0,2026-09-19 03:00,1018.8,15.4,0.9256350822187421,7.0,0.0,0.0,0.0,0.0,0.0
1084.0,2026-09-19 04:00,1019.0,15.4,0.9256350822187421,7.0,0.0,0.0,0.0,0.0,0.0
1085.0,2026-09-19 05:00,1019.2,15.3,0.9315894994293292,7.0,0.0,0.0,0.0,0.0,0.0
1086.0,2026-09-19 06:00,1019.3,15.4,0.9256350822187421,6.0,0.0,0.0,0.0,0.0,0.0
1087.0,2026-09-19 07:00,1019.0,15.4,0.9196635817576888,7.0,0.0,0.0,0.0,0.0,0.0
1088.0,2026-09-19 08:00,1018.9,15.4,0.9137260049025345,7.0,0.0,0.0,0.0,0.0,0.0
1089.0,2026-09-19 09:00,1018.5,15.3,0.9136620174641863,7.0,0.0,0.0,0.0,0.0,0.0
1090.0,2026-09-19 10:00,1018.2,15.0,0.9194241141092921,7.0,0.0,0.0,0.0,0.0,0.0
1091.0,2026-09-19 11:00,1017.8,15.1,0.9194840797760179,7.0,0.0,0.0,0.0,0.0,0.0
1092.0,2026-09-19 12:00,1017.5,15.1,0.92546840828865,7.0,0.0,0.0,0.0,0.0,0.0
1093.0,2026-09-19 13:00,1017.4,15.1,0.9194840797760179,7.0,0.0,0.0,0.0,0.0,0.0
1094.0,2026-09-19 14:00,1017.3,15.1,0.9194840797760179,7.0,0.0,0.0,0.0,0.0,0.0
1095.0,2026-09-19 15:00,1017.6,15.0,0.9194241141092921,7.0,0.0,0.0,0.0,0.0,0.0
1096.0,2026-09-19 16:00,1017.9,14.8,0.9253011812271773,6.0,0.0,0.0,0.0,0.0,0.0
