hour,stamp,pres_hPa,atmp_C,rh,wspd_m_s,gust_m_s,rho0_model,rho0_obs,rho30_model,v_stall_m_s,cl_trim,alpha_trim_deg,cd_trim,drag_N,power_W,thrust_avail_N,margin
10.0,2026-08-05 10:00,1012.0,15.5,0.9078902673517467,6.0,7.0,1.2140917511694658,1.2140917511694658,1.2106567230682925,6.572781462149075,0.4736630794019793,2.1817361300898632,0.03339356312716131,58.0755309140252,1073.888887790026,416.00347269366915,7.163145409889048
11.0,2026-08-05 11:00,1012.1,15.6,0.8962675939685737,6.0,7.0,1.213838940253289,1.213838940253289,1.210404278438225,6.573466843433817,0.4737618676357837,2.1829772105754848,0.03339706465295503,58.06950939280233,1073.7775423640426,415.9167281683469,7.162394387645704
12.0,2026-08-05 12:00,1012.0,15.6,0.8962675939685737,5.0,7.0,1.2137182933681627,1.2137182933681627,1.2102835500222204,6.573794694064234,0.4738091264123258,2.1835709244529586,0.03339873998742887,58.06663012621259,1073.724301139261,415.87524370842215,7.1620351104323285
13.0,2026-08-05 13:00,1012.1,15.5,0.8961914238891036,5.0,6.0,1.2143062185927918,1.2143062185927918,1.2108701698703435,6.5722021262921,0.4735795841833641,2.180687176358478,0.033390604228104956,58.08062321674728,1073.9830508087782,416.07681686233116,7.16378017001645
14.0,2026-08-05 14:00,1012.3,15.4,0.9019519636075642,5.0,6.0,1.2149685100432153,1.2149685100432153,1.2115317863022566,6.570407344355932,0.47332096279327196,2.1774381056134406,0.03338144252736063,58.09641347816073,1074.2750324058522,416.30416019427884,7.165746304645356
15.0,2026-08-05 15:00,1012.9,15.4,0.9019519636075642,4.0,5.0,1.2156928930911486,1.2156928930911486,1.2122566592140533,6.568442652122749,0.4730379389452225,2.173882465824644,0.03337142210111386,58.11372341787142,1074.5951147470907,416.55323959294174,7.167897960997647
16.0,2026-08-05 16:00,1013.5,15.4,0.9019519636075642,4.0,5.0,1.2164172761390817,1.2164172761390817,1.21298153212585,6.566479721291114,0.472755253365012,2.170331075708078,0.03336141963399872,58.131043782387685,1074.9153898559662,416.8023189916045,7.170047050107943
17.0,2026-08-05 17:00,1014.1,15.5,0.9078902673517467,4.0,5.0,1.2166262134929855,1.2166262134929855,1.2131928987271785,6.565907679136576,0.47267288833364,2.169296320563697,0.03335850637775152,58.13609620958656,1075.0088155266376,416.87494836580174,7.170673222758628
18.0,2026-08-05 18:00,1014.2,15.5,0.9020241555358138,4.0,5.0,1.2167939253345614,1.2167939253345614,1.2133601394793567,6.565455165021447,0.4726077385344938,2.1684778410621535,0.033356202384878825,58.14009449589021,1075.0827488194393,416.93241530284206,7.1711685183503455
19.0,2026-08-05 19:00,1014.4,15.4,0.9137260049025345,5.0,6.0,1.217410039469731,1.217410039469731,1.2139761337181765,6.5637892361737,0.47236792851181464,2.1654650982693937,0.033347724349029634,58.15482606850072,1075.355153942167,417.1440820268816,7.172991653960525
