issue_utc,head,hours,start_jst,end_jst,continued,n_regions,max_mm,regions
2026-09-20T08:51:00Z,茨城県気象解説情報（台風第２５号）,1,,,False,2,60.0,北部 60ミリ; 南部 60ミリ
2026-09-20T08:51:00Z,茨城県気象解説情報（台風第２５号）,24,09/20 18:00,09/21 18:00,False,2,150.0,北部 150ミリ; 南部 150ミリ
2026-09-20T08:51:00Z,茨城県気象解説情報（台風第２５号）,24,09/21 18:00,09/22 18:00,True,2,150.0,北部 150ミリ; 南部 150ミリ
2026-09-20T13:05:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,30.0,東部 30ミリ; 西部 30ミリ
2026-09-20T13:05:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,50.0,東部 50ミリ; 西部 50ミリ
2026-09-20T13:05:00Z,神奈川県気象解説情報（台風第２５号）,24,09/21 00:00,09/22 00:00,False,2,250.0,東部 200ミリ; 西部 250ミリ
2026-09-20T14:33:00Z,東京都気象解説情報（台風第２５号）,1,,09/22 00:00,False,3,70.0,伊豆諸島北部 70ミリ; 伊豆諸島南部 70ミリ; 東京地方 60ミリ
2026-09-20T14:33:00Z,東京都気象解説情報（台風第２５号）,24,09/21 00:00,09/22 00:00,False,3,350.0,伊豆諸島北部 350ミリ; 伊豆諸島南部 350ミリ; 東京地方 250ミリ
2026-09-20T20:11:00Z,全般気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,4,350.0,伊豆諸島 300ミリ; 東北地方 200ミリ; 東海地方 350ミリ; 関東地方 300ミリ
2026-09-20T20:18:00Z,東北地方気象解説情報（台風第２５号）,1,,,False,2,50.0,東北太平洋側 50ミリ; 東北日本海側 30ミリ
2026-09-20T20:18:00Z,東北地方気象解説情報（台風第２５号）,1,,,False,2,30.0,東北太平洋側 30ミリ; 東北日本海側 10ミリ
2026-09-20T20:18:00Z,東北地方気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,200.0,東北太平洋側 200ミリ; 東北日本海側 100ミリ
2026-09-20T20:30:00Z,東海地方気象解説情報（台風第２５号）,1,,,False,1,80.0,静岡県 80ミリ
2026-09-20T20:30:00Z,東海地方気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,1,350.0,静岡県 350ミリ
2026-09-20T20:40:00Z,岩手県気象解説情報（台風第２５号）,1,,,False,3,30.0,内陸 30ミリ; 沿岸北部 30ミリ; 沿岸南部 30ミリ
2026-09-20T20:40:00Z,岩手県気象解説情報（台風第２５号）,1,,,False,3,20.0,内陸 20ミリ; 沿岸北部 20ミリ; 沿岸南部 10ミリ
2026-09-20T20:40:00Z,岩手県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,80.0,内陸 80ミリ; 沿岸北部 80ミリ; 沿岸南部 60ミリ
2026-09-20T20:45:00Z,関東甲信地方気象解説情報（台風第２５号）,1,,,False,4,80.0,伊豆諸島 80ミリ; 甲信地方 50ミリ; 関東地方北部 60ミリ; 関東地方南部 70ミリ
2026-09-20T20:45:00Z,関東甲信地方気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,4,300.0,伊豆諸島 300ミリ; 甲信地方 180ミリ; 関東地方北部 200ミリ; 関東地方南部 300ミリ
2026-09-20T20:53:00Z,宮城県気象解説情報（台風第２５号）,1,,,False,2,30.0,東部 30ミリ; 西部 30ミリ
2026-09-20T20:53:00Z,宮城県気象解説情報（台風第２５号）,1,,,False,2,20.0,東部 20ミリ; 西部 20ミリ
2026-09-20T20:53:00Z,宮城県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,120.0,東部 120ミリ; 西部 120ミリ
2026-09-20T20:53:00Z,福島県気象解説情報（台風第２５号）,1,,,False,3,50.0,中通り 50ミリ; 会津 30ミリ; 浜通り 50ミリ
2026-09-20T20:53:00Z,福島県気象解説情報（台風第２５号）,1,,,False,3,30.0,中通り 30ミリ; 会津 10ミリ; 浜通り 30ミリ
2026-09-20T20:53:00Z,福島県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,200.0,中通り 150ミリ; 会津 100ミリ; 浜通り 200ミリ
2026-09-20T20:57:00Z,群馬県気象解説情報（台風第２５号）,1,,,False,2,60.0,北部 50ミリ; 南部 60ミリ
2026-09-20T20:57:00Z,群馬県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,120.0,北部 100ミリ; 南部 120ミリ
2026-09-20T20:59:00Z,神奈川県気象解説情報（台風第２５号）,1,,,False,2,60.0,東部 50ミリ; 西部 60ミリ
2026-09-20T20:59:00Z,神奈川県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,200.0,東部 150ミリ; 西部 200ミリ
2026-09-20T21:11:00Z,埼玉県気象解説情報（台風第２５号）,1,,,False,3,60.0,北部 60ミリ; 南部 60ミリ; 秩父地方 60ミリ
2026-09-20T21:11:00Z,埼玉県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,250.0,北部 250ミリ; 南部 250ミリ; 秩父地方 250ミリ
2026-09-20T21:13:00Z,静岡県気象解説情報（台風第２５号）,1,,,False,4,80.0,中部 50ミリ; 伊豆 80ミリ; 東部 60ミリ; 西部 50ミリ
2026-09-20T21:13:00Z,静岡県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,4,350.0,中部 150ミリ; 伊豆 350ミリ; 東部 200ミリ; 西部 120ミリ
2026-09-20T21:16:00Z,栃木県気象解説情報（台風第２５号）,1,,,False,2,60.0,北部 60ミリ; 南部 60ミリ
2026-09-20T21:16:00Z,栃木県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,150.0,北部 150ミリ; 南部 150ミリ
2026-09-20T21:16:00Z,長野県気象解説情報（台風第２５号）,1,,,False,3,40.0,中部 40ミリ; 北部 20ミリ; 南部 20ミリ
2026-09-20T21:16:00Z,長野県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,100.0,中部 100ミリ; 北部 80ミリ; 南部 60ミリ
2026-09-20T21:25:00Z,東京都気象解説情報（台風第２５号）,1,,,False,3,80.0,伊豆諸島北部 80ミリ; 伊豆諸島南部 80ミリ; 東京地方 70ミリ
2026-09-20T21:25:00Z,東京都気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,300.0,伊豆諸島北部 300ミリ; 伊豆諸島南部 300ミリ; 東京地方 250ミリ
2026-09-20T21:28:00Z,茨城県気象解説情報（台風第２５号）,1,,,False,2,60.0,北部 60ミリ; 南部 60ミリ
2026-09-20T21:28:00Z,茨城県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,2,200.0,北部 200ミリ; 南部 200ミリ
2026-09-20T21:38:00Z,山梨県気象解説情報（台風第２５号）,1,,,False,5,50.0,中北地域 50ミリ; 富士五湖 50ミリ; 峡南地域 50ミリ; 峡東地域 50ミリ; 東部 50ミリ
2026-09-20T21:38:00Z,山梨県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,5,180.0,中北地域 120ミリ; 富士五湖 180ミリ; 峡南地域 120ミリ; 峡東地域 120ミリ; 東部 180ミリ
2026-09-20T22:22:00Z,千葉県気象解説情報（台風第２５号）,1,,,False,3,70.0,北東部 70ミリ; 北西部 70ミリ; 南部 70ミリ
2026-09-20T22:22:00Z,千葉県気象解説情報（台風第２５号）,24,09/21 06:00,09/22 06:00,False,3,300.0,北東部 300ミリ; 北西部 300ミリ; 南部 300ミリ
